Flight_Number,Date,Day_of_Week,Source,Destination,Departure_Time,Arrival_Time,Price,Aircraft_Type,Class,Seat_Occupancy_Rate,Delay_Status,Delay_Minutes,Weather_Conditions,Passenger_Rating,Meal_Opted,Booking_Channel,Duration_Minutes
6E2939,2025-04-28,Friday,Amd,Cok,00:11:00,03:22:00,4934.59,A320Neo,Economy,71.71,On-Time,0.0,Clear,2.0,No,Airport,191
6E5332,2025-03-12,Wednesday,Cok,Amd,10:48:00,11:51:00,5977.9,A320Neo,Premium Economy,95.04,Cancelled,0.0,Fog,5.0,Yes,Airport,63
6E8033,2024-10-13,Monday,Pnq,Hyd,16:35:00,18:05:00,8001.68,A320,Economy,83.63,Delayed,93.0,Clear,4.0,No,Website,150
6E3869,2025-01-03,Monday,Amd,Cok,17:42:00,18:26:00,7414.9,A320Neo,Economy,81.75,On-Time,0.0,Cloudy,5.0,No,Website,104
6E9980,2024-11-16,Thursday,Cok,Goi,02:41:00,03:29:00,6927.56,A320Neo,Economy,78.76,Delayed,160.0,Storm,1.0,Yes,Travel Agency,108
6E7800,2024-08-12,Monday,Maa,Hyd,11:24:00,14:59:00,6396.0,A320Neo,Economy,90.34,On-Time,0.0,Storm,2.0,Yes,Website,215
6E2659,2025-02-20,Friday,Cok,Pnq,13:07:00,14:41:00,9246.43,A320,Economy,80.3,On-Time,0.0,Clear,5.0,Yes,Airport,94
6E3198,2024-12-23,Tuesday,Amd,Ccu,02:10:00,03:15:00,6738.96,A320Neo,Economy,91.71,Delayed,170.0,Storm,3.0,Yes,App,65
6E3794,2024-10-13,Monday,Goi,Cok,01:47:00,03:15:00,7541.65,A320,Premium Economy,99.82,On-Time,0.0,Fog,2.0,Unknown,Travel Agency,148
6E6490,2024-12-28,Tuesday,Pnq,Del,09:39:00,10:36:00,4380.97,A320Neo,Economy,73.91,Delayed,113.0,Rainy,1.0,No,Travel Agency,117
6E9997,2025-02-20,Sunday,Del,Pnq,10:05:00,12:32:00,4798.49,A320,Economy,71.93,On-Time,0.0,Rainy,5.0,No,App,147
6E5789,2025-07-07,Sunday,Blr,Maa,21:42:00,23:30:00,6641.73,A320,Economy,99.65,On-Time,0.0,Cloudy,5.0,Yes,Website,168
6E1711,2024-10-29,Thursday,Maa,Goi,11:38:00,14:01:00,9094.93,A320,Economy,97.86,Delayed,68.0,Fog,2.0,No,App,203
6E6746,2025-03-14,Monday,Goi,Maa,11:14:00,12:35:00,4478.64,A321Neo,Economy,75.0,On-Time,0.0,Rainy,5.0,No,Website,81
6E5299,2024-12-03,Wednesday,Bom,Hyd,10:35:00,12:01:00,8856.59,A320Neo,Economy,98.02,Delayed,138.0,Rainy,1.0,No,App,146
6E7615,2024-09-20,Monday,Maa,Goi,08:26:00,10:14:00,4467.97,A320,Economy,86.19,On-Time,0.0,Rainy,4.0,No,App,168
6E8955,2025-01-23,Monday,Ccu,Maa,01:21:00,03:56:00,9072.34,A320,Economy,80.29,On-Time,0.0,Clear,2.0,Yes,App,155
6E8795,2025-01-15,Tuesday,Del,Bom,12:17:00,15:30:00,6169.42,A321Neo,Economy,87.88,Delayed,61.0,Fog,2.0,Yes,Airport,193
6E7391,2025-04-17,Wednesday,Hyd,Ccu,22:32:00,00:18:00,3242.15,A321Neo,Economy,92.6,Delayed,45.0,Fog,4.0,Yes,Airport,166
6E9737,2024-08-29,Friday,Amd,Bom,10:20:00,12:35:00,3407.11,A321Neo,Economy,98.43,On-Time,0.0,Cloudy,1.0,No,Travel Agency,135
6E2777,2025-01-04,Wednesday,Maa,Hyd,05:59:00,08:51:00,7349.83,A320,Economy,76.18,On-Time,0.0,Rainy,1.0,No,Airport,232
6E9554,2025-01-30,Saturday,Pnq,Ccu,07:09:00,09:06:00,4939.06,A321Neo,Economy,89.05,On-Time,0.0,Storm,5.0,Yes,Website,177
6E9064,2025-01-11,Tuesday,Del,Blr,07:56:00,08:06:00,8379.78,A320,Economy,87.63,On-Time,0.0,Clear,2.0,No,Website,70
6E3028,2024-08-12,Friday,Maa,Goi,15:04:00,17:18:00,3804.7,A320Neo,Economy,91.24,On-Time,0.0,Rainy,3.0,No,Website,134
6E2904,2024-11-10,Thursday,Maa,Hyd,02:42:00,04:00:00,6053.28,A320Neo,Premium Economy,76.46,On-Time,0.0,Clear,2.0,Yes,Website,138
6E9242,2025-06-24,Wednesday,Del,Pnq,10:52:00,11:13:00,7001.56,A320,Economy,85.26,On-Time,0.0,Clear,2.0,Yes,Website,81
6E5712,2024-11-27,Monday,Goi,Maa,12:20:00,14:17:00,9176.7,A321Neo,Economy,85.3,Cancelled,0.0,Clear,3.0,Yes,Airport,177
6E9324,2025-02-16,Sunday,Blr,Pnq,09:25:00,11:46:00,8338.76,A320,Economy,76.26,On-Time,0.0,Cloudy,4.0,Yes,Website,141
6E4168,2025-02-07,Monday,Ccu,Del,09:09:00,12:42:00,7340.32,A320Neo,Economy,78.16,On-Time,0.0,Clear,4.0,Yes,Airport,213
6E7844,2025-08-01,Friday,Ccu,Maa,09:22:00,10:14:00,4435.97,A320Neo,Economy,98.37,On-Time,0.0,Clear,2.0,Yes,Airport,112
6E3697,2024-09-07,Thursday,Maa,Pnq,07:27:00,08:12:00,4383.7,A320,Economy,79.95,On-Time,0.0,Fog,3.0,No,Website,105
6E3039,2025-04-10,Sunday,Hyd,Cok,20:28:00,21:23:00,4641.12,A320,Economy,72.34,On-Time,0.0,Clear,5.0,No,Website,115
6E1938,2024-11-22,Wednesday,Hyd,Bom,20:40:00,21:06:00,7373.88,A320,Economy,83.14,On-Time,0.0,Fog,1.0,Yes,App,86
6E4873,2024-11-20,Saturday,Hyd,Del,18:43:00,19:07:00,3773.47,A321Neo,Economy,89.3,On-Time,0.0,Rainy,2.0,Yes,Travel Agency,84
6E4714,2024-12-21,Friday,Maa,Hyd,10:41:00,12:15:00,5716.51,A320,Economy,72.4,On-Time,0.0,Rainy,4.0,No,Travel Agency,154
6E5316,2024-08-31,Sunday,Goi,Cok,03:33:00,04:57:00,5311.68,A320,Premium Economy,84.62,Delayed,23.0,Clear,4.0,Yes,Airport,84
6E6022,2025-02-15,Tuesday,Del,Ccu,02:10:00,04:03:00,8120.82,A320,Premium Economy,71.79,On-Time,0.0,Clear,3.0,Yes,Airport,173
6E8755,2024-12-02,Monday,Cok,Blr,09:47:00,10:43:00,6287.75,A320Neo,Economy,84.75,On-Time,0.0,Cloudy,2.0,Yes,Travel Agency,116
6E6748,2024-09-23,Wednesday,Maa,Bom,20:23:00,23:54:00,4875.31,A320Neo,Economy,97.48,On-Time,0.0,Rainy,5.0,No,Travel Agency,211
6E6484,2024-12-15,Wednesday,Blr,Hyd,09:47:00,11:07:00,4440.56,A320,Premium Economy,90.83,On-Time,0.0,Cloudy,3.0,No,App,140
6E4098,2024-12-21,Wednesday,Cok,Blr,12:37:00,13:59:00,7722.7,A321Neo,Economy,74.13,On-Time,0.0,Cloudy,5.0,Yes,Travel Agency,82
6E5218,2025-01-30,Thursday,Pnq,Amd,00:09:00,01:23:00,3129.35,A321Neo,Economy,70.23,On-Time,0.0,Fog,5.0,Yes,App,74
6E2088,2024-09-30,Tuesday,Ccu,Del,08:51:00,10:17:00,3495.93,A320,Economy,96.54,On-Time,0.0,Fog,3.0,No,App,146
6E2647,2025-07-24,Tuesday,Bom,Blr,22:34:00,23:20:00,9359.81,A320,Premium Economy,99.97,On-Time,0.0,Rainy,5.0,No,Travel Agency,106
6E8309,2025-05-27,Sunday,Amd,Maa,22:43:00,23:28:00,3488.13,A321Neo,Economy,95.76,On-Time,0.0,Storm,1.0,No,Website,105
6E4414,2024-12-21,Thursday,Bom,Ccu,18:49:00,19:50:00,6853.89,A321Neo,Economy,85.2,Delayed,93.0,Storm,4.0,No,Travel Agency,61
6E2430,2025-02-02,Friday,Goi,Hyd,06:02:00,09:53:00,5406.77,A321Neo,Premium Economy,71.64,On-Time,0.0,Clear,3.0,Yes,Airport,231
6E4982,2025-01-08,Saturday,Maa,Pnq,14:57:00,16:31:00,6343.17,A321Neo,Economy,73.54,On-Time,0.0,Clear,2.0,No,Airport,154
6E7318,2025-03-13,Wednesday,Pnq,Del,01:23:00,04:04:00,7079.67,A320,Economy,82.24,On-Time,0.0,Cloudy,4.0,No,App,221
6E4429,2025-05-09,Monday,Maa,Goi,23:43:00,02:55:00,5418.21,A321Neo,Premium Economy,76.64,On-Time,0.0,Storm,4.0,No,Website,192
6E6180,2025-05-26,Thursday,Amd,Blr,23:39:00,02:48:00,6025.005,A320Neo,Economy,86.35,On-Time,0.0,Clear,4.0,No,Travel Agency,189
6E4435,2025-07-03,Sunday,Amd,Del,09:54:00,11:16:00,5105.59,A321Neo,Economy,74.02,Delayed,167.0,Clear,2.0,Yes,Airport,142
6E8571,2024-09-12,Thursday,Maa,Goi,04:52:00,05:01:00,5025.34,A321Neo,Economy,95.81,On-Time,0.0,Rainy,1.0,Yes,App,69
6E6572,2025-03-10,Tuesday,Blr,Bom,06:38:00,07:05:00,5524.3,A320Neo,Economy,72.38,On-Time,0.0,Rainy,4.0,Yes,Airport,87
6E4803,2025-07-09,Sunday,Pnq,Ccu,12:35:00,13:59:00,9034.93,A321Neo,Premium Economy,94.45,On-Time,0.0,Rainy,3.0,Unknown,Website,84
6E4920,2024-10-28,Friday,Pnq,Amd,23:37:00,02:09:00,6025.005,A320,Economy,95.38,On-Time,0.0,Clear,4.0,Yes,Travel Agency,212
6E1550,2025-03-10,Wednesday,Bom,Cok,15:27:00,17:15:00,3801.9,A321Neo,Economy,81.45,On-Time,0.0,Storm,5.0,No,Airport,168
6E3494,2024-10-06,Friday,Ccu,Hyd,22:55:00,00:04:00,4112.74,A320Neo,Premium Economy,79.31,On-Time,0.0,Rainy,5.0,No,Travel Agency,129
6E2876,2025-04-26,Sunday,Ccu,Del,00:53:00,02:35:00,3607.55,A321Neo,Economy,97.16,On-Time,0.0,Cloudy,3.0,Yes,Website,162
6E4727,2024-09-03,Thursday,Bom,Amd,07:21:00,09:37:00,7705.97,A320Neo,Premium Economy,85.55,On-Time,0.0,Cloudy,5.0,Yes,Travel Agency,136
6E2232,2024-11-08,Saturday,Goi,Cok,17:37:00,19:25:00,5619.23,A321Neo,Economy,76.12,On-Time,0.0,Clear,2.0,Yes,Travel Agency,168
6E5805,2025-01-05,Wednesday,Goi,Blr,12:39:00,13:31:00,2553.92,A321Neo,Economy,88.31,On-Time,0.0,Storm,1.0,No,App,112
6E3849,2024-12-22,Wednesday,Maa,Bom,09:50:00,10:06:00,7573.8,A320,Economy,78.78,On-Time,0.0,Cloudy,2.0,Yes,Travel Agency,76
6E9230,2024-08-17,Saturday,Amd,Pnq,18:41:00,19:43:00,8877.63,A320,Economy,87.83,On-Time,0.0,Clear,1.0,Yes,Airport,62
6E6113,2025-07-24,Monday,Ccu,Maa,01:35:00,03:49:00,5154.44,A320,Premium Economy,90.01,On-Time,0.0,Fog,5.0,No,Airport,134
6E4665,2025-03-21,Sunday,Blr,Del,09:06:00,11:14:00,7290.1,A321Neo,Premium Economy,99.42,On-Time,0.0,Cloudy,5.0,No,Website,128
6E9297,2024-12-16,Thursday,Cok,Maa,02:57:00,03:36:00,9427.03,A320,Economy,83.83,On-Time,0.0,Storm,2.0,No,Website,99
6E8550,2024-11-24,Friday,Bom,Ccu,10:36:00,11:50:00,9261.94,A320Neo,Economy,85.19,On-Time,0.0,Rainy,3.0,Yes,App,74
6E8323,2024-09-25,Wednesday,Blr,Bom,21:45:00,22:25:00,7083.72,A320Neo,Economy,99.8,Cancelled,0.0,Fog,1.0,No,App,100
6E8732,2024-08-23,Friday,Hyd,Bom,12:10:00,15:55:00,5431.53,A321Neo,Economy,70.97,On-Time,0.0,Fog,3.0,Yes,Airport,225
6E7582,2025-03-17,Tuesday,Amd,Del,08:55:00,11:22:00,7978.13,A320,Economy,90.57,On-Time,0.0,Storm,3.0,No,Website,207
6E5007,2025-06-21,Thursday,Ccu,Bom,18:27:00,21:10:00,2935.74,A320,Economy,90.53,On-Time,0.0,Storm,4.0,Yes,App,223
6E2714,2025-04-14,Thursday,Del,Maa,22:52:00,23:27:00,4851.81,A320,Economy,76.7,On-Time,0.0,Storm,5.0,No,Travel Agency,95
6E1951,2024-08-28,Tuesday,Bom,Cok,16:33:00,19:57:00,2824.58,A320,Economy,72.85,Delayed,56.0,Storm,5.0,Yes,Website,204
6E9926,2025-02-10,Saturday,Goi,Pnq,08:08:00,11:48:00,4149.66,A320,Economy,91.34,On-Time,0.0,Cloudy,3.0,No,App,220
6E1400,2025-06-05,Friday,Pnq,Hyd,00:14:00,01:06:00,3419.0,A320,Economy,81.79,On-Time,0.0,Clear,5.0,No,Airport,112
6E3196,2025-01-06,Saturday,Pnq,Blr,09:33:00,11:00:00,8887.02,A320,Economy,82.63,On-Time,0.0,Storm,3.0,Yes,Airport,147
6E3809,2025-06-22,Thursday,Ccu,Blr,10:48:00,13:08:00,4910.51,A320,Economy,76.61,Delayed,25.0,Clear,3.0,No,App,200
6E7701,2024-08-30,Monday,Maa,Ccu,19:15:00,20:37:00,3970.39,A320Neo,Premium Economy,80.6,On-Time,0.0,Storm,4.0,Yes,Travel Agency,82
6E8109,2024-08-22,Thursday,Amd,Maa,03:18:00,06:26:00,4628.13,A320,Economy,82.16,On-Time,0.0,Clear,2.0,No,App,188
6E4848,2025-01-18,Thursday,Ccu,Bom,02:05:00,03:04:00,9004.12,A320Neo,Economy,87.46,On-Time,0.0,Storm,4.0,No,Website,119
6E3266,2024-12-06,Thursday,Del,Goi,00:49:00,01:22:00,9206.46,A320Neo,Economy,94.93,Delayed,180.0,Cloudy,1.0,No,Travel Agency,93
6E5760,2024-08-10,Wednesday,Maa,Bom,13:36:00,15:30:00,7997.16,A320,Premium Economy,87.65,Delayed,79.0,Clear,4.0,No,Travel Agency,174
6E5638,2025-06-05,Thursday,Blr,Pnq,04:25:00,06:38:00,5327.85,A321Neo,Premium Economy,96.77,On-Time,0.0,Rainy,5.0,No,App,133
6E6663,2025-01-22,Tuesday,Hyd,Amd,03:04:00,04:33:00,3610.16,A320,Economy,91.24,On-Time,0.0,Clear,2.0,Yes,Website,89
6E1097,2025-07-28,Thursday,Cok,Bom,08:55:00,10:22:00,5875.41,A321Neo,Economy,83.95,Delayed,123.0,Clear,4.0,No,Travel Agency,147
6E3164,2024-08-18,Thursday,Maa,Pnq,03:04:00,06:16:00,8009.66,A320,Economy,78.61,On-Time,0.0,Storm,2.0,No,App,192
6E4719,2025-06-14,Thursday,Goi,Cok,16:16:00,17:29:00,8481.68,A320,Economy,71.24,On-Time,0.0,Storm,4.0,Yes,App,73
6E4876,2025-08-05,Monday,Ccu,Amd,02:55:00,04:05:00,7773.28,A321Neo,Economy,75.54,On-Time,0.0,Clear,1.0,Yes,Airport,130
6E7477,2024-12-31,Sunday,Cok,Goi,19:09:00,21:03:00,8818.17,A320Neo,Economy,81.77,Cancelled,0.0,Rainy,2.0,Yes,App,174
6E8870,2024-08-10,Sunday,Blr,Pnq,01:45:00,04:49:00,4845.14,A321Neo,Economy,89.4,On-Time,0.0,Rainy,2.0,No,Travel Agency,184
6E5819,2024-09-09,Friday,Goi,Amd,04:52:00,05:02:00,3719.77,A320,Economy,94.51,On-Time,0.0,Clear,4.0,No,Website,70
6E4243,2025-01-23,Thursday,Ccu,Maa,12:34:00,15:11:00,3936.56,A320,Premium Economy,87.45,On-Time,0.0,Clear,5.0,No,Website,217
6E9484,2025-04-06,Friday,Maa,Del,21:10:00,00:31:00,4648.03,A320,Economy,91.78,Delayed,48.0,Clear,1.0,No,App,201
6E4965,2024-10-20,Saturday,Maa,Blr,23:25:00,02:46:00,5319.52,A321Neo,Premium Economy,87.83,On-Time,0.0,Storm,1.0,No,Airport,201
6E5824,2025-05-18,Saturday,Maa,Blr,04:01:00,05:03:00,6061.23,A320Neo,Economy,70.03,Delayed,73.0,Clear,5.0,No,Website,62
6E8123,2024-12-24,Wednesday,Amd,Del,13:25:00,14:17:00,8081.86,A320Neo,Economy,74.1,Delayed,62.0,Storm,5.0,Yes,App,112
6E5910,2025-06-28,Wednesday,Bom,Amd,05:55:00,08:59:00,4270.77,A321Neo,Economy,95.19,Cancelled,0.0,Fog,1.0,Yes,Travel Agency,184
6E7801,2025-01-28,Friday,Cok,Hyd,15:06:00,18:58:00,5358.36,A320,Economy,83.6,Cancelled,0.0,Rainy,4.0,No,Travel Agency,232
6E8487,2024-08-31,Wednesday,Amd,Goi,06:39:00,07:42:00,4524.39,A321Neo,Economy,86.6,On-Time,0.0,Rainy,3.0,No,Travel Agency,63
6E4060,2025-02-18,Friday,Cok,Blr,12:57:00,15:52:00,7843.66,A321Neo,Economy,80.78,On-Time,0.0,Storm,3.0,Yes,Airport,235
6E9920,2025-06-29,Friday,Cok,Bom,08:46:00,10:02:00,3728.41,A320Neo,Economy,70.86,On-Time,0.0,Cloudy,4.0,No,Website,136
6E9569,2024-10-11,Sunday,Del,Blr,12:21:00,15:36:00,5156.62,A321Neo,Economy,96.45,On-Time,0.0,Storm,5.0,Yes,Website,195
6E9874,2025-02-04,Wednesday,Hyd,Amd,12:05:00,13:59:00,5929.68,A320,Economy,72.17,Delayed,59.0,Clear,1.0,Yes,Travel Agency,114
6E3637,2025-03-15,Monday,Cok,Hyd,19:22:00,20:27:00,5585.29,A320,Economy,83.75,On-Time,0.0,Fog,4.0,Yes,Travel Agency,65
6E3667,2024-10-06,Wednesday,Cok,Goi,22:08:00,23:35:00,7164.8,A320Neo,Economy,94.47,Delayed,77.0,Cloudy,5.0,Yes,Travel Agency,87
6E1591,2025-04-09,Thursday,Amd,Maa,09:50:00,10:43:00,3388.49,A320Neo,Economy,87.87,Delayed,123.0,Rainy,3.0,Yes,App,113
6E2384,2025-03-05,Monday,Maa,Blr,06:45:00,08:36:00,3055.94,A320Neo,Economy,76.53,Cancelled,0.0,Cloudy,4.0,No,Airport,171
6E2764,2024-10-26,Friday,Goi,Del,18:48:00,20:55:00,6131.34,A320,Economy,73.8,On-Time,0.0,Rainy,2.0,No,App,127
6E9293,2025-03-27,Sunday,Ccu,Blr,13:41:00,15:23:00,2749.87,A320Neo,Economy,77.08,Delayed,23.0,Fog,1.0,Yes,Website,162
6E7227,2024-08-22,Friday,Del,Goi,05:43:00,07:55:00,8266.35,A321Neo,Economy,87.54,Delayed,118.0,Clear,2.0,No,App,132
6E7965,2024-09-18,Thursday,Blr,Bom,04:52:00,05:50:00,6996.86,A320,Premium Economy,90.87,On-Time,0.0,Rainy,5.0,Yes,Airport,118
6E5513,2025-02-26,Wednesday,Del,Maa,03:10:00,04:49:00,9330.41,A321Neo,Economy,87.28,On-Time,0.0,Fog,5.0,Yes,Travel Agency,99
6E1262,2025-02-05,Thursday,Goi,Pnq,16:33:00,17:30:00,4040.44,A320Neo,Economy,87.87,On-Time,0.0,Rainy,1.0,Yes,Website,117
6E7747,2024-08-29,Friday,Amd,Pnq,14:59:00,15:42:00,8845.24,A321Neo,Economy,88.05,Cancelled,0.0,Clear,3.0,Yes,Website,103
6E2042,2025-04-12,Tuesday,Blr,Pnq,15:57:00,18:10:00,8450.77,A321Neo,Economy,80.56,Delayed,174.0,Fog,2.0,Yes,Website,193
6E9448,2025-07-31,Saturday,Bom,Del,15:21:00,16:26:00,8414.54,A320Neo,Economy,86.59,On-Time,0.0,Clear,3.0,No,Website,65
6E7211,2025-06-18,Friday,Goi,Amd,11:47:00,14:28:00,3171.26,A320,Economy,94.71,On-Time,0.0,Clear,2.0,No,Website,221
6E6398,2024-12-27,Wednesday,Hyd,Ccu,11:13:00,12:38:00,9473.37,A320,Economy,80.16,On-Time,0.0,Fog,1.0,No,Airport,85
6E6306,2024-12-31,Wednesday,Amd,Cok,10:08:00,11:16:00,6117.72,A321Neo,Economy,93.1,Delayed,179.0,Fog,3.0,No,App,68
6E9577,2024-08-12,Saturday,Del,Blr,11:39:00,13:25:00,5726.56,A320Neo,Economy,97.3,On-Time,0.0,Fog,1.0,Yes,Travel Agency,166
6E6818,2024-08-27,Saturday,Pnq,Bom,06:44:00,09:25:00,5625.22,A320Neo,Economy,72.04,On-Time,0.0,Rainy,3.0,No,Website,221
6E7152,2025-08-04,Monday,Del,Goi,08:57:00,10:12:00,3411.08,A320,Economy,95.56,Delayed,61.0,Rainy,2.0,Yes,Website,135
6E8297,2025-07-10,Thursday,Goi,Hyd,01:36:00,02:25:00,3733.44,A320,Premium Economy,94.94,On-Time,0.0,Storm,3.0,Yes,Airport,109
6E8303,2025-08-02,Thursday,Pnq,Maa,19:18:00,21:21:00,8700.43,A320Neo,Economy,98.44,Cancelled,0.0,Rainy,4.0,No,App,123
6E4910,2025-04-23,Friday,Amd,Del,08:45:00,11:46:00,3339.77,A320Neo,Premium Economy,79.27,On-Time,0.0,Fog,1.0,Yes,Website,181
6E5300,2024-08-18,Saturday,Goi,Ccu,09:21:00,12:42:00,3841.09,A320Neo,Economy,70.56,Delayed,70.0,Fog,5.0,Yes,Airport,201
6E1785,2024-09-08,Friday,Blr,Ccu,03:26:00,04:44:00,5124.75,A320,Economy,85.93,On-Time,0.0,Rainy,3.0,No,Travel Agency,78
6E5384,2025-07-10,Saturday,Del,Pnq,17:13:00,20:10:00,6762.97,A321Neo,Economy,71.81,Delayed,42.0,Rainy,1.0,Yes,App,237
6E6762,2024-09-27,Wednesday,Cok,Bom,16:19:00,17:55:00,5939.68,A320Neo,Economy,73.78,On-Time,0.0,Rainy,2.0,Yes,App,96
6E8332,2024-11-27,Sunday,Maa,Pnq,04:19:00,05:35:00,3007.82,A320,Economy,86.42,On-Time,0.0,Clear,1.0,Yes,App,76
6E5843,2024-08-24,Sunday,Del,Goi,00:00:00,01:00:00,2849.41,A321Neo,Economy,88.46,On-Time,0.0,Cloudy,1.0,No,Website,60
6E5425,2025-05-25,Friday,Cok,Goi,05:23:00,06:44:00,7045.45,A320Neo,Economy,81.08,On-Time,0.0,Storm,5.0,Yes,Airport,81
6E9610,2025-01-05,Tuesday,Del,Blr,23:41:00,00:11:00,9206.51,A321Neo,Economy,72.81,Delayed,50.0,Cloudy,2.0,Yes,Website,90
6E7247,2024-08-13,Wednesday,Goi,Amd,10:37:00,13:10:00,5678.3,A321Neo,Economy,92.66,On-Time,0.0,Rainy,4.0,Yes,Travel Agency,213
6E8980,2025-01-22,Thursday,Bom,Blr,09:55:00,12:59:00,3238.59,A320Neo,Economy,78.35,On-Time,0.0,Fog,5.0,No,App,184
6E6606,2025-01-19,Monday,Amd,Goi,22:37:00,01:55:00,6573.99,A321Neo,Economy,98.64,Delayed,17.0,Rainy,2.0,Yes,Travel Agency,198
6E2535,2024-10-21,Monday,Pnq,Goi,18:36:00,19:36:00,6260.7,A321Neo,Economy,89.99,On-Time,0.0,Fog,3.0,No,Airport,60
6E1989,2025-03-18,Thursday,Goi,Amd,11:54:00,14:16:00,3631.9,A320,Economy,79.2,On-Time,0.0,Fog,4.0,No,Airport,202
6E5330,2025-04-03,Saturday,Goi,Ccu,12:12:00,15:59:00,7436.77,A321Neo,Economy,99.28,On-Time,0.0,Clear,3.0,Yes,Travel Agency,227
6E2218,2024-11-23,Tuesday,Maa,Cok,05:33:00,08:04:00,8123.21,A321Neo,Economy,74.99,On-Time,0.0,Fog,3.0,No,Airport,211
6E9992,2024-12-01,Sunday,Del,Goi,08:18:00,11:45:00,5794.82,A320,Economy,77.5,Delayed,141.0,Fog,5.0,No,Travel Agency,207
6E2905,2025-04-09,Sunday,Hyd,Cok,10:24:00,12:48:00,8666.81,A320Neo,Economy,92.62,On-Time,0.0,Rainy,5.0,Yes,App,144
6E9847,2025-08-03,Thursday,Maa,Pnq,09:46:00,11:22:00,8778.1,A320,Economy,73.76,On-Time,0.0,Fog,1.0,Yes,Travel Agency,156
6E7863,2025-06-08,Wednesday,Del,Maa,18:37:00,21:14:00,5109.83,A321Neo,Economy,90.51,On-Time,0.0,Storm,4.0,No,Website,217
6E2999,2025-04-03,Saturday,Bom,Ccu,05:00:00,07:26:00,5929.09,A320,Economy,99.61,Delayed,158.0,Clear,3.0,No,Travel Agency,146
6E7721,2025-01-09,Friday,Maa,Blr,10:27:00,12:37:00,5633.03,A320Neo,Economy,74.45,Delayed,108.0,Cloudy,4.0,Yes,Airport,130
6E5871,2025-05-08,Tuesday,Hyd,Bom,07:39:00,09:19:00,8890.39,A321Neo,Economy,73.24,On-Time,0.0,Rainy,5.0,No,Website,160
6E9308,2025-06-30,Tuesday,Pnq,Cok,21:51:00,23:58:00,3135.9,A320,Economy,91.81,On-Time,0.0,Rainy,1.0,Yes,Travel Agency,127
6E1017,2025-04-09,Thursday,Cok,Pnq,04:41:00,05:19:00,4663.05,A320Neo,Economy,87.76,On-Time,0.0,Storm,5.0,Yes,Airport,98
6E8248,2025-06-17,Wednesday,Amd,Maa,06:09:00,08:15:00,6819.46,A320Neo,Economy,75.47,Delayed,127.0,Cloudy,4.0,No,App,126
6E6775,2024-11-14,Tuesday,Del,Pnq,14:47:00,15:26:00,4419.53,A320,Economy,97.66,On-Time,0.0,Fog,5.0,Yes,Travel Agency,99
6E4740,2025-07-02,Wednesday,Blr,Cok,05:16:00,06:18:00,6927.78,A321Neo,Economy,80.29,On-Time,0.0,Clear,4.0,No,Travel Agency,62
6E2817,2024-11-10,Sunday,Pnq,Bom,23:04:00,02:23:00,8358.8,A320Neo,Economy,75.82,On-Time,0.0,Storm,4.0,Yes,Travel Agency,199
6E5134,2024-09-20,Wednesday,Goi,Bom,00:24:00,01:32:00,6980.29,A321Neo,Economy,90.07,Delayed,140.0,Clear,5.0,No,Website,68
6E3715,2025-06-10,Thursday,Amd,Blr,10:09:00,12:19:00,2798.04,A321Neo,Economy,87.14,On-Time,0.0,Clear,5.0,No,Airport,130
6E8605,2024-10-25,Thursday,Pnq,Del,00:39:00,02:42:00,3014.08,A320Neo,Economy,73.07,Delayed,77.0,Storm,5.0,Yes,Travel Agency,123
6E1691,2024-12-24,Friday,Amd,Del,06:57:00,07:31:00,3883.42,A320Neo,Economy,74.48,On-Time,0.0,Fog,4.0,No,Airport,94
6E6159,2025-06-28,Saturday,Ccu,Cok,00:25:00,01:44:00,6939.82,A320Neo,Economy,90.01,On-Time,0.0,Cloudy,1.0,No,Website,79
6E6649,2025-03-08,Friday,Cok,Pnq,09:49:00,11:54:00,4459.9,A320Neo,Economy,70.67,On-Time,0.0,Storm,1.0,Yes,Website,125
6E4023,2025-07-15,Friday,Bom,Amd,17:38:00,20:54:00,3381.73,A321Neo,Economy,90.77,On-Time,0.0,Cloudy,3.0,Yes,Travel Agency,196
6E4642,2024-10-03,Thursday,Bom,Cok,16:48:00,19:11:00,8598.09,A320,Economy,73.69,On-Time,0.0,Clear,2.0,No,Website,203
6E2743,2024-10-02,Thursday,Pnq,Goi,01:06:00,02:12:00,4271.26,A321Neo,Economy,84.15,On-Time,0.0,Storm,5.0,Yes,App,66
6E1053,2025-07-19,Tuesday,Ccu,Hyd,12:36:00,15:05:00,6815.68,A321Neo,Economy,70.4,Cancelled,0.0,Rainy,3.0,Yes,Airport,209
6E6916,2025-07-20,Thursday,Bom,Cok,04:08:00,05:27:00,2682.59,A320Neo,Economy,73.43,On-Time,0.0,Fog,4.0,No,App,79
6E8609,2025-04-18,Wednesday,Goi,Bom,21:44:00,22:15:00,4653.34,A320Neo,Economy,73.46,On-Time,0.0,Clear,2.0,Yes,Airport,91
6E2897,2025-01-19,Thursday,Maa,Blr,13:13:00,15:27:00,2960.53,A320,Economy,91.58,On-Time,0.0,Clear,2.0,No,Website,134
6E1618,2025-05-19,Wednesday,Pnq,Bom,23:02:00,00:16:00,7517.76,A320Neo,Economy,79.0,Delayed,66.0,Fog,2.0,No,Website,74
